GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1500000US250250002022,250250002022,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",372,73,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,11,17,11,17,0,12,0,12,0,12,361,73,125,52,117,51,0,12,63,38,47,31,7,11,8,13,8,13,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,236,78,135,69,6,10,99,60,30,46,0,12,101,54,0,12,44,36,21,24,36,37
1500000US250250002023,250250002023,"Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts",314,82,89,55,21,32,0,12,0,12,0,12,0,12,0,12,21,32,0,12,0,12,0,12,0,12,0,12,21,32,21,32,0,12,0,12,0,12,68,46,12,17,0,12,0,12,0,12,12,17,56,41,25,28,23,30,0,12,8,12,225,77,149,61,127,59,0,12,65,53,12,20,50,30,22,22,4,10,0,12,0,12,0,12,4,10,18,21,0,12,10,16,0,12,8,13,76,49,46,41,0,12,38,42,0,12,8,11,30,26,0,12,30,26,0,12,0,12
1500000US250250002024,250250002024,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",216,84,104,66,83,60,0,12,0,12,0,12,0,12,0,12,83,60,11,18,0,12,11,18,0,12,0,12,72,57,8,14,46,51,18,20,0,12,21,34,0,12,0,12,0,12,0,12,0,12,21,34,0,12,0,12,0,12,21,34,112,62,99,55,22,24,0,12,0,12,22,24,0,12,77,56,9,14,0,12,0,12,0,12,9,14,68,52,0,12,37,26,31,43,0,12,13,21,0,12,0,12,0,12,0,12,0,12,13,21,0,12,13,21,0,12,0,12
1500000US250250003011,250250003011,"Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts",261,60,40,42,30,38,7,11,0,12,0,12,7,11,0,12,23,36,0,12,0,12,0,12,0,12,0,12,23,36,0,12,0,12,23,36,0,12,10,17,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,10,17,221,59,101,51,101,51,0,12,33,27,68,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,120,64,11,16,0,12,11,16,0,12,0,12,109,63,0,12,37,46,72,54,0,12
1500000US250250003012,250250003012,"Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts",296,88,33,54,33,54,0,12,0,12,0,12,0,12,0,12,33,54,0,12,0,12,0,12,0,12,0,12,33,54,0,12,0,12,33,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,263,75,114,46,77,39,0,12,57,32,0,12,20,21,37,29,6,10,0,12,0,12,0,12,6,10,31,28,0,12,0,12,11,18,20,22,149,73,102,80,0,12,93,79,9,13,0,12,47,30,0,12,24,27,23,25,0,12
1500000US250250003013,250250003013,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",231,64,74,62,28,44,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,28,44,0,12,46,48,0,12,0,12,0,12,0,12,0,12,46,48,46,48,0,12,0,12,0,12,157,62,81,60,70,57,0,12,21,23,49,56,0,12,11,16,11,16,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,38,19,22,0,12,19,22,0,12,0,12,57,37,0,12,48,34,0,12,9,15
1500000US250250003014,250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",306,68,45,38,10,15,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,10,15,0,12,10,15,0,12,0,12,35,35,7,12,7,12,0,12,0,12,0,12,28,32,17,28,11,17,0,12,0,12,261,67,106,48,74,41,0,12,19,20,33,28,22,25,32,30,0,12,0,12,0,12,0,12,0,12,32,30,0,12,11,17,21,24,0,12,155,63,63,38,0,12,44,34,0,12,19,21,92,52,16,24,0,12,47,37,29,28
1500000US250250003021,250250003021,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",494,88,141,83,41,42,41,42,0,12,0,12,0,12,41,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,100,77,0,12,0,12,0,12,0,12,0,12,100,77,6,9,10,17,74,69,10,16,353,90,158,56,127,55,0,12,106,48,21,22,0,12,31,29,0,12,0,12,0,12,0,12,0,12,31,29,0,12,20,23,11,17,0,12,195,79,85,58,8,12,77,57,0,12,0,12,110,60,10,12,19,22,49,38,32,50
1500000US250250003022,250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",710,82,95,66,26,32,9,15,0,12,0,12,0,12,9,15,17,28,0,12,0,12,0,12,0,12,0,12,17,28,17,28,0,12,0,12,0,12,69,58,44,56,0,12,44,56,0,12,0,12,25,20,25,20,0,12,0,12,0,12,615,96,260,74,240,76,0,12,121,69,66,37,53,36,20,20,9,12,0,12,0,12,0,12,9,12,11,17,0,12,0,12,0,12,11,17,355,91,91,49,12,13,44,34,12,19,23,25,264,88,0,12,173,83,61,45,30,30
1500000US250250004011,250250004011,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",651,110,197,96,17,20,8,13,8,13,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,0,12,0,12,180,94,9,15,9,15,0,12,0,12,0,12,171,93,142,86,29,34,0,12,0,12,454,109,152,83,152,83,9,14,63,49,61,71,19,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,302,91,133,60,10,15,123,61,0,12,0,12,169,78,54,49,105,59,0,12,10,17
1500000US250250004012,250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",394,113,74,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,54,9,14,9,14,0,12,0,12,0,12,65,52,50,47,0,12,15,22,0,12,320,116,150,93,83,51,0,12,70,50,13,20,0,12,67,85,0,12,0,12,0,12,0,12,0,12,67,85,0,12,67,85,0,12,0,12,170,94,106,84,0,12,89,81,17,26,0,12,64,48,0,12,47,41,0,12,17,27
1500000US250250004013,250250004013,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",368,82,79,57,36,41,36,41,0,12,17,26,19,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,35,16,24,0,12,16,24,0,12,0,12,27,31,11,17,0,12,16,26,0,12,289,88,123,67,123,67,0,12,25,31,73,56,25,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,166,71,49,45,0,12,35,39,14,22,0,12,117,55,57,35,27,31,20,27,13,20
1500000US250250004014,250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",1120,142,496,123,41,36,41,36,0,12,0,12,0,12,41,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,455,130,97,66,26,39,0,12,0,12,71,58,358,116,8,12,0,12,30,34,320,109,624,133,256,108,220,102,0,12,95,58,73,81,52,37,36,36,10,17,0,12,10,17,0,12,0,12,26,41,26,41,0,12,0,12,0,12,368,116,116,80,0,12,45,44,9,18,62,68,252,118,8,13,60,40,16,25,168,112
1500000US250250004021,250250004021,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",499,88,187,76,3,6,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,0,12,0,12,184,76,98,72,11,13,55,57,0,12,32,41,86,41,63,40,16,18,0,12,7,11,312,81,116,47,88,41,4,6,40,29,26,21,18,20,28,43,0,12,0,12,0,12,0,12,0,12,28,43,0,12,0,12,28,43,0,12,196,75,58,40,0,12,43,33,15,18,0,12,138,61,12,13,97,55,0,12,29,35
