GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
1500000US250250002022,250250002022,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",710,158,0,12,0,12,0,12,0,12,0,12,9,16,0,12,0,12,7,13,0,12,0,12,0,12,0,12,0,12,0,12,83,66,0,12,35,27,103,107,12,19,304,92,74,35,15,19,68,62
1500000US250250002023,250250002023,"Block Group 3, Census Tract 2.02, Suffolk County, Massachusetts",624,167,39,50,0,12,0,12,0,12,0,12,0,12,0,12,3,8,0,12,0,12,0,12,0,12,12,20,10,16,24,30,131,82,6,12,23,30,62,54,37,32,125,83,82,59,26,41,44,51
1500000US250250002024,250250002024,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",259,94,12,19,0,12,0,12,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12,25,40,0,12,9,15,21,16,39,39,28,28,0,12,50,49,26,43,28,31,0,12,0,12,0,12
1500000US250250003011,250250003011,"Block Group 1, Census Tract 3.01, Suffolk County, Massachusetts",463,120,7,11,0,12,0,12,0,12,0,12,0,12,6,11,24,37,0,12,0,12,0,12,0,12,0,12,0,12,7,10,73,61,28,32,0,12,26,24,42,42,189,124,40,27,21,23,0,12
1500000US250250003012,250250003012,"Block Group 2, Census Tract 3.01, Suffolk County, Massachusetts",642,189,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,4,8,3,9,25,19,162,81,7,16,13,17,33,27,11,16,247,153,89,64,20,22,20,33
1500000US250250003013,250250003013,"Block Group 3, Census Tract 3.01, Suffolk County, Massachusetts",360,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,21,28,44,0,12,0,12,0,12,194,94,89,59,30,51,0,12
1500000US250250003014,250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",382,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,0,12,30,28,0,12,0,12,32,28,80,63,0,12,11,16,20,32,29,26,76,41,71,42,20,22,0,12
1500000US250250003021,250250003021,"Block Group 1, Census Tract 3.02, Suffolk County, Massachusetts",898,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,41,0,12,0,12,0,12,0,12,0,12,42,53,42,51,196,108,6,12,0,12,56,39,21,24,320,187,109,52,42,34,37,44
1500000US250250003022,250250003022,"Block Group 2, Census Tract 3.02, Suffolk County, Massachusetts",1292,234,10,16,0,12,0,12,0,12,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,11,17,1,3,33,51,85,55,18,17,105,71,85,50,43,36,497,168,222,81,34,54,137,78
1500000US250250004011,250250004011,"Block Group 1, Census Tract 4.01, Suffolk County, Massachusetts",861,224,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,11,0,12,14,11,0,12,0,12,8,16,56,90,35,40,27,34,15,30,376,174,169,93,42,38,98,99
1500000US250250004012,250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",568,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,85,14,22,0,12,27,42,0,12,257,173,110,68,32,35,61,68
1500000US250250004013,250250004013,"Block Group 3, Census Tract 4.01, Suffolk County, Massachusetts",678,208,0,12,0,12,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,0,12,16,26,0,12,59,57,79,47,0,12,12,22,101,63,31,34,248,122,92,51,16,28,0,12
1500000US250250004014,250250004014,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",1603,325,59,55,0,12,0,12,15,24,0,12,0,12,11,18,97,97,33,32,0,12,114,89,38,60,69,74,0,12,64,57,156,125,15,23,42,39,87,62,28,27,372,133,203,104,106,71,94,83
1500000US250250004021,250250004021,"Block Group 1, Census Tract 4.02, Suffolk County, Massachusetts",628,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,7,11,0,12,95,49,0,12,27,43,72,57,8,12,272,96,102,57,21,21,18,20
1500000US250250004022,250250004022,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",631,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,60,43,34,45,49,37,68,65,10,18,200,72,101,92,20,22,77,60
1500000US250250004023,250250004023,"Block Group 3, Census Tract 4.02, Suffolk County, Massachusetts",893,241,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,8,8,15,0,12,7,16,10,18,169,117,0,12,44,46,62,46,60,59,325,150,140,51,6,10,59,52
1500000US250250005021,250250005021,"Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts",630,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,21,24,0,12,16,25,273,101,214,72,75,62,16,20
1500000US250250005022,250250005022,"Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts",593,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,50,8,14,0,12,9,14,41,51,8,14,28,26,16,18,34,34,82,83,19,29,138,59,121,55,15,19,42,28
1500000US250250005023,250250005023,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",1023,189,42,40,0,12,0,12,0,12,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,5,13,21,60,55,2,4,20,23,74,43,40,24,415,127,177,88,81,52,96,45
1500000US250250005024,250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,0,12,0,12
1500000US250250005031,250250005031,"Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts",465,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,39,0,12,7,12,57,49,16,18,215,115,117,60,22,20,0,12
1500000US250250005032,250250005032,"Block Group 2, Census Tract 5.03, Suffolk County, Massachusetts",907,145,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,92,71,16,24,20,25,96,54,20,28,266,102,266,89,38,29,78,44
1500000US250250005041,250250005041,"Block Group 1, Census Tract 5.04, Suffolk County, Massachusetts",729,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,8,8,0,12,129,101,25,29,44,69,41,39,37,33,206,106,96,58,79,106,60,57
1500000US250250005042,250250005042,"Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts",1008,198,38,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,46,0,12,0,12,0,12,23,35,36,48,0,12,11,17,31,32,3,7,511,175,202,87,10,16,114,88
1500000US250250005043,250250005043,"Block Group 3, Census Tract 5.04, Suffolk County, Massachusetts",739,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,0,12,54,50,0,12,0,12,0,12,76,73,198,117,195,89,49,37,139,94
1500000US250250005044,250250005044,"Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts",670,260,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,28,0,12,0,12,0,12,0,12,15,22,107,87,10,16,42,48,129,171,0,12,214,144,111,102,17,27,0,12
1500000US250250006011,250250006011,"Block Group 1, Census Tract 6.01, Suffolk County, Massachusetts",547,199,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,0,12,10,10,6,12,18,19,137,73,19,36,17,14,46,48,10,19,197,119,45,38,0,12,28,35
1500000US250250006012,250250006012,"Block Group 2, Census Tract 6.01, Suffolk County, Massachusetts",684,150,60,46,0,12,0,12,0,12,0,12,0,12,22,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,105,51,0,12,8,12,17,18,24,22,239,111,92,49,53,34,64,48
1500000US250250006013,250250006013,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",429,109,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,15,9,16,53,37,0,12,9,13,36,30,28,30,195,71,71,53,0,12,0,12
1500000US250250006014,250250006014,"Block Group 4, Census Tract 6.01, Suffolk County, Massachusetts",517,135,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,4,8,0,12,10,16,76,48,0,12,19,20,73,54,16,18,163,73,67,40,45,39,24,26
1500000US250250006021,250250006021,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",882,225,59,55,0,12,0,12,0,12,0,12,0,12,0,12,10,16,21,33,0,12,0,12,0,12,0,12,0,12,36,55,89,67,28,33,9,16,112,82,0,12,246,118,192,84,35,26,45,37
1500000US250250006022,250250006022,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",554,147,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,49,8,12,0,12,9,15,0,12,67,45,16,20,9,14,56,44,0,12,238,84,71,40,26,23,14,16
1500000US250250006023,250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",663,165,26,23,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,8,13,0,12,0,12,90,79,25,31,112,71,18,20,57,62,64,56,65,64,83,46,82,69,9,14,11,16
1500000US250250007011,250250007011,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",678,315,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,81,38,61,0,12,0,12,0,12,7,15,15,22,0,12,41,41,0,12,14,22,58,46,21,30,170,91,178,110,72,94,13,19
1500000US250250007012,250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",187,87,0,12,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,0,12,2,4,0,12,3,4,0,12,16,25,53,64,0,12,29,32,1,3,0,12,67,42,15,22,0,12,0,12
1500000US250250007013,250250007013,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",345,94,0,12,0,12,0,12,0,12,0,12,0,12,8,17,0,12,0,12,0,12,0,12,0,12,8,17,0,12,0,12,94,67,0,12,14,23,26,30,12,21,108,73,46,43,14,21,15,25
1500000US250250007014,250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",535,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,22,0,12,0,12,0,12,0,12,0,12,13,21,17,24,0,12,0,12,27,23,54,45,194,105,168,165,25,29,26,29
1500000US250250007015,250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",979,330,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,23,0,12,0,12,0,12,0,12,0,12,0,12,18,32,0,12,10,18,79,86,0,12,534,236,191,154,65,62,69,69
1500000US250250007031,250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",455,110,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,57,0,12,53,36,0,12,7,12,21,25,20,32,135,55,132,51,36,20,15,16
1500000US250250007032,250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",405,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,0,12,37,30,13,19,0,12,29,27,0,12,185,67,87,48,42,38,10,14
1500000US250250007041,250250007041,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",1136,364,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,43,53,67,29,43,28,33,89,91,45,44,568,210,156,86,43,54,97,80
1500000US250250007042,250250007042,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",473,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,15,0,12,45,44,0,12,48,63,71,91,11,19,236,139,24,29,0,12,33,33
1500000US250250007043,250250007043,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",576,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,12,37,53,14,22,25,40,14,23,0,12,332,150,32,40,85,84,33,40
1500000US250250007044,250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",598,211,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,36,0,12,0,12,0,12,53,47,19,30,27,62,13,21,115,140,53,67,239,108,23,26,41,64,3,15
1500000US250250008021,250250008021,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",477,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,153,120,0,12,11,17,31,35,0,12,111,76,123,79,36,41,12,20
1500000US250250008022,250250008022,"Block Group 2, Census Tract 8.02, Suffolk County, Massachusetts",1105,405,33,55,0,12,0,12,0,12,0,12,24,42,0,12,16,24,14,20,0,12,0,12,25,43,0,12,0,12,15,23,166,200,0,12,142,91,118,120,18,29,377,160,137,94,20,33,0,12
1500000US250250008023,250250008023,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",446,262,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,87,136,0,12,23,34,39,61,12,18,19,26,10,17,21,16,0,12,39,61,21,29,10,16,59,44,57,40,49,54,0,12
1500000US250250008024,250250008024,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",1405,349,17,27,0,12,0,12,0,12,21,34,0,12,0,12,10,18,29,31,0,12,24,20,15,23,10,18,46,56,79,83,410,210,34,31,39,44,78,71,28,43,349,146,167,105,38,62,11,18
1500000US250250008025,250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",759,240,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,0,12,0,12,0,12,0,12,0,12,45,57,33,53,44,55,39,53,51,59,201,110,265,113,29,47,13,21
1500000US250250008031,250250008031,"Block Group 1, Census Tract 8.03, Suffolk County, Massachusetts",1714,388,43,40,0,12,0,12,0,12,0,12,0,12,0,12,2,5,3,8,2,7,8,12,0,12,20,23,0,12,3,10,61,30,5,7,17,13,16,18,32,25,944,276,373,132,157,127,28,23
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",71,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,21,0,12,9,22,10,23,0,12,0,12,0,12,10,21,33,47,0,12,0,12
1500000US250250101031,250250101031,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",369,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12,30,29,6,9,133,45,151,61,13,24,33,29
1500000US250250101032,250250101032,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",51,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,0,12,0,12,7,13,0,12,11,23,14,17,13,18,0,12
1500000US250250101033,250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",73,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,0,12,22,23,30,31,5,9,5,8
1500000US250250101041,250250101041,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",996,124,0,12,0,12,0,12,0,12,0,12,16,37,0,12,0,12,0,12,0,12,0,12,0,12,16,36,16,35,0,12,40,52,0,12,15,24,61,59,3,8,320,88,268,100,158,65,83,46
1500000US250250101042,250250101042,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",648,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,17,25,0,12,0,12,47,45,16,17,221,94,183,66,33,34,119,75
1500000US250250101043,250250101043,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",692,190,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,142,120,70,64,0,12,10,11,35,24,213,89,122,59,50,36,33,31
1500000US250250102031,250250102031,"Block Group 1, Census Tract 102.03, Suffolk County, Massachusetts",479,212,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,0,12,3,8,0,12,0,12,0,12,49,82,100,95,4,8,28,31,40,61,14,22,84,74,74,56,80,79,0,12
1500000US250250102032,250250102032,"Block Group 2, Census Tract 102.03, Suffolk County, Massachusetts",1227,269,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,14,23,46,73,0,12,15,24,0,12,0,12,0,12,0,12,0,12,85,79,0,12,393,196,257,156,293,153,110,53
1500000US250250102033,250250102033,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",1085,201,16,24,0,12,0,12,0,12,0,12,0,12,1,2,0,12,6,13,0,12,6,11,7,13,0,12,0,12,0,12,21,28,42,35,0,12,156,146,32,35,401,152,157,96,91,56,149,97
1500000US250250102034,250250102034,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",143,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,33,0,12,0,12,78,61,21,33,0,12,14,23
1500000US250250102041,250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",111,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,3,6,45,34,56,44,0,12,0,12
1500000US250250102042,250250102042,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",469,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,22,0,12,2,4,0,12,210,110,110,60,43,33,93,63
1500000US250250102043,250250102043,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",426,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,16,24,7,18,39,39,17,20,119,71,116,93,78,70,26,23
1500000US250250103001,250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",182,41,12,11,0,12,0,12,0,12,0,12,0,12,7,9,0,12,5,7,0,12,5,7,0,12,0,12,0,12,5,7,63,25,14,21,0,12,19,13,0,12,41,33,6,9,5,7,0,12
1500000US250250103002,250250103002,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",410,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,6,9,0,12,0,12,42,27,0,12,135,67,83,46,78,75,62,37
1500000US250250104031,250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",845,266,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,32,0,12,0,12,0,12,71,73,60,78,9,16,112,97,84,74,235,147,162,103,56,61,17,28
1500000US250250104032,250250104032,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",584,218,20,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,49,0,12,0,12,0,12,0,12,0,12,0,12,93,84,28,43,9,15,15,25,19,31,258,152,68,55,18,29,20,32
1500000US250250104033,250250104033,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",683,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,41,0,12,18,29,42,51,16,25,80,69,90,68,217,111,184,120
1500000US250250104041,250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",551,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,37,39,0,12,0,12,45,63,47,75,177,99,152,89,22,30,63,40
1500000US250250104042,250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",248,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,24,34,0,12,0,12,4,7,0,12,5,9,30,37,20,20,5,8,14,22,51,44,66,51,7,10,17,23
1500000US250250104043,250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",336,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,78,69,10,16,83,23,109,37,18,23,27,26
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",210,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,8,10,0,12,45,43,21,25,3,6,30,40,15,36,55,44,19,23,8,15,0,12
1500000US250250104052,250250104052,"Block Group 2, Census Tract 104.05, Suffolk County, Massachusetts",493,111,0,12,0,12,0,12,0,12,0,12,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,29,9,13,34,25,56,40,6,12,154,57,111,35,16,21,68,62
1500000US250250104053,250250104053,"Block Group 3, Census Tract 104.05, Suffolk County, Massachusetts",438,82,15,25,0,12,0,12,0,12,0,12,17,27,12,19,0,12,3,5,0,12,20,27,15,23,15,16,9,9,29,40,37,27,11,15,10,12,62,33,27,25,129,54,14,12,8,11,5,8
